client_id,age,situation_familiale,statut_logement,type_logement,surface_m2,region,patrimoine_estime,revenu_annuel,assureur,garanties,exclusions,nombre_garanties,montant_couvert,cotisation_annuelle,sinistres_déclarés,dernier_sinistre,résiliation_précédente,paiements_en_retard
CLT00879,76,En couple,Propriétaire,Maison individuelle isolée,171,Auvergne-Rhône-Alpes,51300,40764,Matmut,"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Vol', 'Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",3,45126,2276,3,2024-08-19,Non,Non
CLT00880,80,En couple,Locataire,Maison individuelle isolée,151,Île-de-France,49830,23005,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Dommages électriques, climatiques, inondation', 'Assistance']",3,45861,1005,3,2023-11-26,Oui,Non
CLT00881,49,Marié(e),Locataire,Maison individuelle isolée,180,Auvergne-Rhône-Alpes,54000,40592,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme']",1,31268,898,3,2024-01-28,Oui,Non
CLT00882,80,Marié(e),Propriétaire,Maison individuelle isolée,190,Auvergne-Rhône-Alpes,57000,40405,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],"['Assistance', ""Protection corporelle de l'assuré"", 'Vol']",1,52796,1094,1,2024-08-09,Non,Oui
CLT00883,31,En couple,Locataire,Maison individuelle isolée,161,Provence-Alpes-Côte d'Azur,51520,38140,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation']",3,31554,1071,3,2022-12-16,Oui,Non
CLT00884,34,Célibataire,Locataire,Appartement,56,Nouvelle-Aquitaine,17360,33617,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout""]",2,14475,252,2,2024-11-13,Non,Oui
CLT00885,69,Divorcé(e),Propriétaire,Maison individuelle isolée,105,Île-de-France,34650,48076,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Vol', ""Protection corporelle de l'assuré""]",1,31765,1048,3,2023-12-03,Non,Non
CLT00886,57,En couple,Locataire,Appartement,52,Île-de-France,17160,22255,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",1,12804,200,2,2024-07-05,Non,Non
CLT00887,59,Marié(e),Locataire,Maison mitoyenne,188,Auvergne-Rhône-Alpes,56400,36628,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout""]",2,49217,1094,3,2022-11-24,Non,Non
CLT00888,62,Veuf(ve),Propriétaire,Maison mitoyenne,195,Occitanie,54600,41570,Macif (Aéma Groupe),['Catastrophes naturelles'],"[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",1,7812,1946,3,2023-06-06,Non,Non
CLT00889,56,Marié(e),Propriétaire,Maison individuelle isolée,190,Auvergne-Rhône-Alpes,57000,39142,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",3,28244,2529,3,2024-09-14,Oui,Oui
CLT00890,43,Marié(e),Locataire,Maison mitoyenne,131,Île-de-France,43230,41033,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Tempête, grêle, neige', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",3,32957,871,3,2024-11-07,Oui,Non
CLT00891,54,Célibataire,Propriétaire,Maison individuelle isolée,97,Île-de-France,32009,53688,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Tempête, grêle, neige']",1,28482,749,2,2025-02-15,Non,Non
CLT00892,20,Marié(e),Locataire,Appartement,76,Auvergne-Rhône-Alpes,22800,43409,Matmut,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']",['Assistance'],3,5000,391,2,2024-01-21,Non,Oui
CLT00893,84,En couple,Propriétaire,Maison mitoyenne,117,Provence-Alpes-Côte d'Azur,37440,30585,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],['Assistance'],1,29606,1168,3,2022-09-27,Non,Non
CLT00894,44,Marié(e),Locataire,Maison individuelle isolée,91,Auvergne-Rhône-Alpes,27300,25331,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Vol']",2,19147,529,3,2023-11-17,Non,Oui
CLT00895,60,Marié(e),Propriétaire,Maison mitoyenne,154,Nouvelle-Aquitaine,47740,41847,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,13956,1190,2,2024-09-22,Non,Oui
CLT00896,62,Célibataire,Locataire,Maison individuelle isolée,92,Occitanie,25760,50098,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Tempête, grêle, neige']",1,21070,355,2,2023-05-18,Non,Non
CLT00897,23,En couple,Propriétaire,Appartement,75,Provence-Alpes-Côte d'Azur,24000,31906,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",3,5000,772,2,2022-09-30,Non,Non
CLT00898,31,Célibataire,Propriétaire,Maison individuelle isolée,158,Auvergne-Rhône-Alpes,47400,25124,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Vol', 'Tempête, grêle, neige', ""Protection corporelle de l'assuré""]",3,7031,2103,3,2023-11-28,Non,Oui
CLT00899,46,Célibataire,Propriétaire,Maison mitoyenne,176,Nouvelle-Aquitaine,54560,49005,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation']",3,46942,1813,2,2025-03-17,Oui,Non
CLT00900,54,Marié(e),Propriétaire,Appartement,69,Auvergne-Rhône-Alpes,20700,42654,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",1,13413,688,3,2025-04-16,Oui,Oui
CLT00901,19,En couple,Propriétaire,Appartement,68,Île-de-France,22440,30629,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige']",3,16521,905,3,2025-01-27,Non,Oui
CLT00902,31,Marié(e),Locataire,Maison individuelle isolée,174,Occitanie,48720,53425,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Vol', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",3,38480,896,2,2025-03-10,Non,Oui
CLT00903,41,Célibataire,Locataire,Maison individuelle isolée,151,Île-de-France,49830,25525,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Assistance', 'Incendie, foudre, explosion, vandalisme']",2,38359,879,3,2022-09-09,Non,Non
CLT00904,43,En couple,Propriétaire,Maison individuelle isolée,98,Île-de-France,32340,29564,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Assistance', 'Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",3,25232,1009,2,2024-11-13,Oui,Non
CLT00905,56,Célibataire,Propriétaire,Appartement,89,Occitanie,24920,36821,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout""]",3,17694,917,2,2024-12-21,Non,Non
CLT00906,75,Marié(e),Propriétaire,Appartement,48,Île-de-France,15840,43176,Matmut,"['Attentats matériels', 'Catastrophes naturelles']","['Assistance', 'Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",2,11937,432,2,2023-10-24,Non,Non
CLT00907,65,En couple,Propriétaire,Maison individuelle isolée,101,Occitanie,28280,43389,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",3,10500,1344,3,2024-08-09,Non,Non
CLT00908,59,Célibataire,Propriétaire,Maison mitoyenne,93,Île-de-France,30690,28769,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels']","['Dommages électriques, climatiques, inondation']",2,13998,1083,3,2024-12-24,Non,Non
CLT00909,37,Marié(e),Locataire,Appartement,82,Auvergne-Rhône-Alpes,24599,49144,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",2,15578,369,2,2022-12-15,Oui,Non
CLT00910,27,Célibataire,Locataire,Appartement,92,Île-de-France,30360,40374,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation']",3,22180,473,2,2025-04-05,Oui,Non
CLT00911,49,Marié(e),Propriétaire,Maison individuelle isolée,146,Île-de-France,48180,22976,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Bris de glace, véranda, capteurs solaires', ""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",1,14507,1457,3,2025-05-30,Non,Non
CLT00912,71,Marié(e),Propriétaire,Maison individuelle isolée,168,Provence-Alpes-Côte d'Azur,53760,39322,Macif (Aéma Groupe),['Attentats matériels'],"['Vol', 'Incendie, foudre, explosion, vandalisme']",1,30496,1298,2,2023-12-26,Non,Non
CLT00913,74,Célibataire,Locataire,Maison mitoyenne,174,Occitanie,48720,21684,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige', 'Assistance', 'Incendie, foudre, explosion, vandalisme']",2,41019,1013,3,2023-02-06,Non,Non
CLT00914,43,Célibataire,Propriétaire,Appartement,69,Provence-Alpes-Côte d'Azur,22080,48692,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige', 'Bris de glace, véranda, capteurs solaires']",2,20111,622,2,2023-06-01,Non,Non
CLT00915,38,Marié(e),Propriétaire,Appartement,50,Auvergne-Rhône-Alpes,15000,25495,Macif (Aéma Groupe),['Catastrophes naturelles'],"['Assistance', ""Protection corporelle de l'assuré""]",1,13660,499,3,2023-05-03,Non,Non
CLT00916,42,Veuf(ve),Propriétaire,Maison individuelle isolée,199,Auvergne-Rhône-Alpes,59699,41960,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",3,22006,2649,3,2023-12-16,Non,Oui
CLT00917,18,Célibataire,Locataire,Appartement,91,Île-de-France,30030,50832,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Tempête, grêle, neige', 'Assistance']",3,15135,247,0,,Non,Non
CLT00918,29,Divorcé(e),Locataire,Appartement,48,Auvergne-Rhône-Alpes,14399,28460,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Assistance', 'Incendie, foudre, explosion, vandalisme']",1,5542,239,3,2023-02-03,Non,Non
CLT00919,44,Divorcé(e),Locataire,Maison individuelle isolée,172,Île-de-France,56760,28838,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,8984,664,2,2024-01-11,Non,Oui
CLT00920,50,En couple,Propriétaire,Maison individuelle isolée,161,Île-de-France,53130,34981,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme']",2,50359,1875,3,2023-12-23,Oui,Non
CLT00921,78,Marié(e),Propriétaire,Maison individuelle isolée,149,Nouvelle-Aquitaine,46190,48838,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Assistance']",3,38398,1535,2,2023-09-26,Non,Non
CLT00922,74,Célibataire,Locataire,Appartement,47,Nouvelle-Aquitaine,14570,36103,Macif (Aéma Groupe),['Responsabilité civile'],"['Vol', 'Assistance', ""Dégât des eaux, gel, refoulement d'égout""]",1,14229,234,3,2025-03-19,Non,Oui
CLT00923,21,Marié(e),Locataire,Appartement,59,Île-de-France,19470,43380,Matmut,"['Responsabilité civile', 'Catastrophes naturelles']",['Vol'],2,15167,343,3,2023-07-30,Non,Oui
CLT00924,66,Célibataire,Propriétaire,Maison individuelle isolée,185,Auvergne-Rhône-Alpes,55500,31096,Matmut,['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation']",1,42051,1847,3,2023-07-18,Non,Non
CLT00925,57,Célibataire,Propriétaire,Appartement,58,Nouvelle-Aquitaine,17980,37592,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Assistance', 'Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",2,5000,675,3,2025-02-18,Oui,Non
CLT00926,29,Marié(e),Propriétaire,Maison individuelle isolée,193,Occitanie,54040,51637,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Vol', 'Incendie, foudre, explosion, vandalisme']",2,23734,2248,3,2023-08-27,Non,Oui
CLT00927,49,Marié(e),Propriétaire,Maison individuelle isolée,123,Occitanie,34440,32044,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",3,9753,1267,2,2022-11-25,Oui,Non
CLT00928,48,Célibataire,Propriétaire,Maison individuelle isolée,172,Nouvelle-Aquitaine,53320,38833,Matmut,"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige', ""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation']",3,33111,1772,2,2023-02-27,Non,Non
CLT00929,84,Célibataire,Locataire,Maison individuelle isolée,116,Nouvelle-Aquitaine,35960,49189,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré""]",2,35634,675,3,2023-09-09,Non,Non
CLT00930,47,Célibataire,Locataire,Appartement,80,Occitanie,22400,41086,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],['Assistance'],1,13361,399,3,2024-11-29,Non,Non
CLT00931,55,Marié(e),Propriétaire,Maison individuelle isolée,119,Nouvelle-Aquitaine,36890,29247,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Assistance', ""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",3,27652,1226,2,2024-03-13,Oui,Non
CLT00932,23,Marié(e),Locataire,Appartement,61,Île-de-France,20130,51557,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Assistance', ""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",2,10048,355,3,2022-12-20,Non,Oui
CLT00933,62,Célibataire,Locataire,Maison individuelle isolée,98,Île-de-France,32340,27216,Macif (Aéma Groupe),['Attentats matériels'],"[""Protection corporelle de l'assuré""]",1,8602,489,3,2023-12-30,Non,Non
CLT00934,31,En couple,Locataire,Appartement,63,Provence-Alpes-Côte d'Azur,20160,25970,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",3,13658,324,2,2024-07-04,Oui,Non
CLT00935,33,Célibataire,Locataire,Appartement,83,Île-de-France,27390,24606,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",3,5000,552,3,2023-08-30,Non,Non
CLT00936,74,Divorcé(e),Locataire,Maison individuelle isolée,151,Île-de-France,49830,25878,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Vol', ""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",3,45912,777,2,2024-07-04,Non,Oui
CLT00937,75,Célibataire,Locataire,Maison mitoyenne,114,Occitanie,31920,27520,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']",['Vol'],3,15317,587,2,2023-12-12,Oui,Oui
CLT00938,56,Divorcé(e),Propriétaire,Maison individuelle isolée,140,Occitanie,39200,40272,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile']","['Vol', 'Assistance', ""Protection corporelle de l'assuré""]",2,33113,1262,2,2025-05-26,Oui,Non
CLT00939,32,Célibataire,Locataire,Appartement,77,Nouvelle-Aquitaine,23870,24309,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",1,17577,297,2,2023-10-24,Oui,Non
CLT00940,80,En couple,Propriétaire,Appartement,80,Auvergne-Rhône-Alpes,24000,37648,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Vol', 'Tempête, grêle, neige']",1,12531,618,2,2023-06-17,Non,Non
CLT00941,76,Marié(e),Propriétaire,Maison individuelle isolée,192,Nouvelle-Aquitaine,59519,45074,Matmut,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige']",3,46855,2555,3,2024-04-24,Non,Oui
CLT00942,26,Célibataire,Locataire,Appartement,87,Nouvelle-Aquitaine,26970,43217,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels']",['Vol'],2,19154,392,2,2022-11-03,Non,Non
CLT00943,20,Célibataire,Locataire,Appartement,91,Occitanie,25480,29710,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",3,23521,468,2,2023-07-05,Non,Non
CLT00944,80,Célibataire,Propriétaire,Maison mitoyenne,177,Nouvelle-Aquitaine,54870,23130,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Vol', 'Dommages électriques, climatiques, inondation']",1,29412,1367,2,2024-03-31,Oui,Non
CLT00945,32,Célibataire,Locataire,Maison individuelle isolée,118,Île-de-France,38940,23067,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",2,10731,687,3,2023-10-14,Oui,Non
CLT00946,48,En couple,Propriétaire,Maison individuelle isolée,166,Île-de-France,54780,31139,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires', 'Tempête, grêle, neige', 'Vol']",3,28904,1710,2,2023-09-09,Non,Non
CLT00947,72,Célibataire,Locataire,Maison mitoyenne,180,Provence-Alpes-Côte d'Azur,57600,43740,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation', 'Assistance']",2,53185,1048,3,2024-01-23,Non,Non
CLT00948,58,Célibataire,Locataire,Maison individuelle isolée,133,Nouvelle-Aquitaine,41230,52111,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Assistance', 'Bris de glace, véranda, capteurs solaires']",3,36171,685,2,2023-05-08,Non,Non
CLT00949,71,Marié(e),Locataire,Maison individuelle isolée,179,Occitanie,50120,46973,Matmut,['Attentats matériels'],"['Vol', ""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",1,12080,893,3,2024-02-08,Non,Non
CLT00950,64,Célibataire,Propriétaire,Maison individuelle isolée,147,Nouvelle-Aquitaine,45570,49343,Macif (Aéma Groupe),['Catastrophes naturelles'],"['Tempête, grêle, neige']",1,26787,1136,2,2023-10-18,Non,Non
CLT00951,56,Célibataire,Propriétaire,Maison mitoyenne,171,Auvergne-Rhône-Alpes,51300,50922,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",2,6823,1541,2,2023-03-17,Non,Non
CLT00952,56,Célibataire,Locataire,Maison individuelle isolée,171,Provence-Alpes-Côte d'Azur,54720,42384,Macif (Aéma Groupe),['Responsabilité civile'],"['Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme', 'Bris de glace, véranda, capteurs solaires']",1,13683,660,2,2023-01-19,Non,Non
CLT00953,59,En couple,Propriétaire,Maison individuelle isolée,195,Île-de-France,64350,40020,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré"", 'Vol']",1,56985,1946,3,2024-02-24,Non,Non
CLT00954,80,En couple,Locataire,Maison mitoyenne,146,Occitanie,40880,34043,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Vol', 'Bris de glace, véranda, capteurs solaires', ""Protection corporelle de l'assuré""]",2,33411,850,3,2022-09-06,Oui,Oui
CLT00955,69,Célibataire,Locataire,Maison mitoyenne,194,Occitanie,54320,51964,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Assistance']",3,52409,999,2,2023-11-16,Non,Non
CLT00956,69,Marié(e),Propriétaire,Maison individuelle isolée,157,Provence-Alpes-Côte d'Azur,50240,32768,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",2,45215,1828,3,2023-12-23,Non,Oui
CLT00957,63,Marié(e),Propriétaire,Maison mitoyenne,194,Nouvelle-Aquitaine,60140,41836,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",3,43114,1998,2,2022-09-30,Non,Non
CLT00958,52,Marié(e),Propriétaire,Appartement,67,Provence-Alpes-Côte d'Azur,21440,21711,Macif (Aéma Groupe),['Attentats matériels'],"['Tempête, grêle, neige', ""Protection corporelle de l'assuré""]",1,10762,668,3,2022-07-26,Non,Non
CLT00959,33,En couple,Propriétaire,Maison individuelle isolée,111,Occitanie,31080,47937,Macif (Aéma Groupe),['Catastrophes naturelles'],"['Assistance', ""Protection corporelle de l'assuré""]",1,5000,857,2,2024-01-29,Oui,Non
CLT00960,54,Marié(e),Locataire,Appartement,46,Île-de-France,15180,42093,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],"['Vol', 'Assistance']",1,14937,229,3,2022-12-14,Oui,Non
CLT00961,55,Veuf(ve),Locataire,Maison mitoyenne,127,Nouvelle-Aquitaine,39370,25841,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré""]",2,5000,572,2,2024-06-10,Non,Non
CLT00962,36,Célibataire,Locataire,Maison individuelle isolée,108,Occitanie,30240,43716,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Dommages électriques, climatiques, inondation']",3,28823,556,2,2023-08-14,Non,Non
CLT00963,30,Célibataire,Propriétaire,Appartement,81,Île-de-France,26730,49867,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",1,14020,466,1,2023-05-22,Oui,Non
CLT00964,34,Marié(e),Propriétaire,Maison individuelle isolée,151,Occitanie,42280,48774,Macif (Aéma Groupe),['Attentats matériels'],"['Vol', 'Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation']",1,26530,1507,3,2024-08-04,Oui,Non
CLT00965,66,Célibataire,Locataire,Maison individuelle isolée,149,Auvergne-Rhône-Alpes,44699,42152,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation', 'Assistance', 'Vol']",1,13396,743,3,2024-12-20,Non,Oui
CLT00966,42,Marié(e),Locataire,Maison mitoyenne,95,Provence-Alpes-Côte d'Azur,30400,33548,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,10936,474,3,2023-02-22,Non,Oui
CLT00967,60,Marié(e),Propriétaire,Maison individuelle isolée,131,Provence-Alpes-Côte d'Azur,41920,47977,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Protection corporelle de l'assuré""]",1,17448,1012,2,2023-06-10,Non,Oui
CLT00968,48,Célibataire,Locataire,Maison mitoyenne,98,Occitanie,27440,44100,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation']",2,26925,570,3,2024-09-28,Oui,Non
CLT00969,38,Célibataire,Locataire,Maison mitoyenne,126,Provence-Alpes-Côte d'Azur,40320,35342,Matmut,['Responsabilité civile'],"['Tempête, grêle, neige', 'Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",1,16900,628,3,2023-01-27,Non,Non
CLT00970,38,En couple,Locataire,Appartement,49,Occitanie,13720,40214,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme']",1,13557,244,3,2022-10-10,Non,Oui
CLT00971,66,Célibataire,Propriétaire,Maison mitoyenne,133,Nouvelle-Aquitaine,41230,31858,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation']",3,32815,1770,3,2024-02-02,Non,Non
CLT00972,78,En couple,Locataire,Maison mitoyenne,105,Provence-Alpes-Côte d'Azur,33600,22078,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",1,18782,524,3,2024-09-10,Non,Non
CLT00973,42,Marié(e),Locataire,Maison mitoyenne,99,Provence-Alpes-Côte d'Azur,31680,21652,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', 'Bris de glace, véranda, capteurs solaires']",3,23976,658,3,2023-03-22,Non,Non
CLT00974,32,Marié(e),Propriétaire,Maison individuelle isolée,122,Provence-Alpes-Côte d'Azur,39040,38145,Matmut,"['Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",2,12594,1421,3,2023-09-06,Non,Non
CLT00975,58,Veuf(ve),Propriétaire,Maison individuelle isolée,173,Occitanie,48440,42516,Matmut,"['Attentats matériels', 'Responsabilité civile']",['Assistance'],2,34346,1559,2,2024-05-28,Non,Non
